title,organization,course_certificate_type,course_duration,ratings,reviews_count,level,course_url,students_count,course_skills,course_summary,description,platform,course_img,paid,Type,Prerequisites,domain,instructor,lectures_count
Machine Learning on Google Cloud,N/A,N/A,3 - 6 Months,4.5,9.5k,Intermediate,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp,"89,812",N/A,N/A,"What is machine learning, and what kinds of problems can it solve? How can you build, train, and deploy machine learning models at scale without writing a single line of code?  When should you use automated machine learning or custom training?  
This course teaches you how to build Vertex AI AutoML models without writing a single line of code; build BigQuery ML models knowing basic SQL; create Vertex AI custom training jobs you deploy using containers (with little knowledge of Docker); use Feature Store for data management and governance; use feature engineering for model improvement; determine the appropriate data preprocessing options for your use case; use Vertex Vizier hyperparameter tuning to incorporate the right mix of parameters that yields accurate, generalized models and knowledge of the theory to solve specific types of ML problems, write distributed ML models that scale in TensorFlow; and leverage best practices to implement machine learning on Google Cloud.

> By enrolling in this specialization you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_serviceOpens in a new tab <
Applied Learning Project
This specialization incorporates hands-on labs using our Qwiklabs platform.
These hands on components will let you apply the skills you learn in the video lectures. Projects will incorporate topics such as Google Cloud Platform products, which are used and configured within Qwiklabs. You can expect to gain practical hands-on experience with the concepts explained throughout the modules.
",Coursera,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS6-D_JQP8OTwdu4QNFJttc5d0EGAsLTZaWQMLhGJmflPwLQA6R,Yes,N/A,N/A,N/A,N/A,N/A
Machine Learning with Python,N/A,N/A,1 - 3 Months,4.7,14.7k,Intermediate,https://www.coursera.org/learn/machine-learning-with-python,"372,835",N/A,N/A,"Get ready to dive into the world of Machine Learning (ML) by using Python! This course is for you whether you want to advance your Data Science career or get started in Machine Learning and Deep Learning.  
This course will begin with a gentle introduction to Machine Learning and what it is, with topics like supervised vs unsupervised learning, linear & non-linear regression, simple regression and more.  

You will then dive into classification techniques using different classification algorithms, namely K-Nearest Neighbors (KNN), decision trees, and Logistic Regression. You’ll also learn about the importance and different types of clustering such as k-means, hierarchical clustering, and DBSCAN. 

With all the many concepts you will learn, a big emphasis will be placed on hands-on learning. You will work with Python libraries like SciPy and scikit-learn and apply your knowledge through labs. In the final project you will demonstrate your skills by building, evaluating and comparing several Machine Learning models using different algorithms.  

By the end of this course, you will have job ready skills to add to your resume and a certificate in machine learning to prove your competency.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png,Yes,N/A,N/A,N/A,N/A,N/A
"Make the Sale: Build, Launch, and Manage E-commerce Stores",N/A,N/A,1 - 4 Weeks,4.8,841,Beginner,https://www.coursera.org/learn/make-the-sale,"79,076",N/A,N/A,"Make the Sale: Build, Launch, and Manage E-commerce Stores is the sixth of seven courses in the Google Digital Marketing & E-commerce Certificate. This course explores how businesses and individuals sell products online, including using popular platforms like Shopify.  You’ll go through the process of creating a mock e-commerce store. To do this, you’ll build a Shopify store, add the necessary information, and create product listings. You’ll explore how to reach customers online through e-commerce customer outreach methods like advertisements and campaigns.
Google employees who currently work in the field will guide you, providing hands-on activities and examples that simulate common digital marketing and e-commerce tasks while showing you some of the best tools and resources used on the job.

Learners who complete the seven courses in this program will be ready to apply for entry-level jobs in digital marketing and e-commerce. No previous experience is necessary.

By the end of this course, you will be able to do the following: 
- Understand essential e-commerce strategies and practices
- Explain how to conduct market research and product research
- Set up a mock e-commerce store using Shopify
- Use Google Ads to engage e-commerce customers
- Explain how trends and seasonality affect e-commerce businesses
- Use best practices to create an engaging customer experience online
- Describe the order fulfillment process through checkout, point of sale (POS), shipping, and delivery. 
- Optimize a checkout flow for customers
",Coursera,https://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png,Yes,N/A,N/A,N/A,N/A,N/A
Making Architecture,N/A,N/A,1 - 4 Weeks,4.8,1.3k,Beginner,https://www.coursera.org/learn/making-architecture,"121,361",N/A,N/A,"Making architecture offers a unique insight into the mind and work of an Architect, starting with the basics of the profession and culminating with the production of a scaled site model.  The course should act as ideal preparation for those interested in undertaking an undergraduate degree in Architecture, although its flexible, intriguing and enjoyable content makes it accessible for all those looking to increase their knowledge in the field.
Delivered primarily by Professors from the IE School of Architecture and design in Segovia (Spain), the course begins by examining the mind-set of an Architect - asking how they think and what they do to train their creative minds, moving on to using inspiration from the environment to stimulate design ideas.  Finally, the course concludes by looking at some of the more technical aspects of Architecture - such as composition, form, space and hierarchy - and stressing the importance of creating a story that helps define your design.

This fascinating content is delivered principally from the stunning design studio at the IE school of Architecture and features external videos from a few beautiful locations in the city of Segovia.  Finally, it includes interviews from Pritzker Prize executive director - and Dean of the school of Architecture and design at IE - Martha Thorne, with a number of award winning practising architects such as Sarah Wigglesworth and Cristoph Ingenhoven.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/5a/b8bde366aa4c40b5a63f22b5ad5333/360-360.png,Yes,N/A,N/A,N/A,N/A,N/A
Management Consulting,N/A,N/A,3 - 6 Months,4.8,494,Beginner,https://www.coursera.org/specializations/managementconsulting,"9,451",N/A,N/A,"This covers all the consulting basics.  Why do clients hire consultants?  What are the top 10 superpowers that consultants have? How do you get a consulting job? How do you break-down problems? Why do consultants love data? How do consultants get smart quickly? How can you persuade others with your thinking, analysis, presentations, and words?
Applied Learning Project
You will be a consultant-in-training who needs to apply what you're learning to the assignments included in each course. It will help you think and act like a management consultant at your work and when recruiting for a consulting job.  In addition to practicing with some consultant tools shared in the courses, other assignments will help prepare you for getting the job. 
",Coursera,https://coursera-university-assets.s3.amazonaws.com/f8/5c185343dfb525fda5abae3e7216df/emory_square_coursera.png,Yes,N/A,N/A,N/A,N/A,N/A
Management of Fashion and Luxury Companies,N/A,N/A,1 - 3 Months,4.7,5.5k,Mixed,https://www.coursera.org/learn/mafash,"255,642",N/A,N/A,"Learn how fashion and luxury companies work and understand their brands, products, retail, and communication strategies. Travel through business models, international development, and product categories with industry influent experts.
Adopting a case-study approach, the course presents strategic brand management in luxury and fashion companies as a balancing act: tradition vs. innovation, expertise vs. experimentation, casual vs. stylish; in order to increase the brand value by nurturing the brand heritage and at the same time staying fresh, relevant, and contemporary in the global marketplace. 

Topics such as the impact of new retail channels, new media channels, and new business declinations for the brand and emerging markets will be discussed in the course.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/26/efd1b0521511e598980721fa57d546/logo_180x180.png,Yes,N/A,N/A,N/A,N/A,N/A
Managerial Accounting Fundamentals,N/A,N/A,1 - 4 Weeks,4.8,710,Beginner,https://www.coursera.org/learn/uva-darden-managerial-accounting,"61,768",N/A,N/A,"This course, developed at the Darden School of Business at the University of Virginia and taught by top-ranked faculty, will teach you the fundamentals of managerial accounting including how to navigate the financial and related information managers need to help them make decisions. You'll learn about cost behavior and cost allocation systems, how to conduct cost-volume-profit analysis, and how to determine if costs and benefits are relevant to your decisions. 
By the end of this course, you will be able to:
- Describe different types of costs and how they are represented graphically
- Conduct cost-volume-profit analyses to answer questions around breaking even and generating profit
- Calculate and allocate overhead rates within both traditional and activity-based cost allocation systems
- Distinguish costs and benefits that are relevant from those that are irrelevant for a given management decision
- Determine a reasonable course of action, given the financial impact, for a given management decision
",Coursera,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS33FX7esRId-RDXydaw-7_o_QpvKesugCBJw&usqp=CAU,Yes,N/A,N/A,N/A,N/A,N/A
Managerial Economics and Business Analysis,N/A,N/A,3 - 6 Months,4.8,3.8k,Beginner,https://www.coursera.org/specializations/managerial-economics-business-analysis,"2,031",N/A,N/A,"In the exceedingly fast-paced business world, growing business demands a clear grasp of how a firm obtains a competitive advantage in its operations, how the business cycle and monetary policies impact the firm’s ability to maximize shareholders’ wealth, and how to obtain and efficiently use data to develop actionable business strategies. The Managerial Economics and Business Analytics Specialization is targeted towards aspiring managers, senior managers, and business executives who wish to have a well-rounded knowledge of firm-level and country-level economics, modern financial institutions and central bank policies, and statistical data analysis and business decision-making.
The courses in this specialization will focus on microeconomics, macroeconomics, monetary policy, statistical analysis, and business decision-making. Topics covered include:
Analysis of the allocation of scarce resources and consumer and producer decision-making.
Modeling the impact of external shocks on markets and government response to such market changes.
Assess how changes in fiscal and government policies may influence the macroeconomic, financial, and business environment.
Extract and act upon relevant information from financial and economic news. 
Make inferences about the population using appropriate sampling methods and statistics.
Use predictive modeling and interpret the meaning of the results in a managerial setting.

Applied Learning Project
A central premise of these courses is that applying targeted subject-matter expertise is crucial in order to understand the economics of business decisions both at the micro level and at a macro level so that economic and financial data can be used to implement ideal business strategies. Each subject area will be followed by a project-based application and analysis exercise.

",Coursera,https://marketing.illinois.edu/wp-content/uploads/2021/09/logo-internal-collaboration-1024x423.png,Yes,N/A,N/A,N/A,N/A,N/A
Managing Cybersecurity,N/A,N/A,3 - 6 Months,4.8,1k,Beginner,https://www.coursera.org/specializations/managing-cybersecurity,"11,928",N/A,N/A,"This specialization is intended for those learners that:
-	would preferably have an undergraduate (bachelors) degree, or is a currently enrolled student 
- are interested in the area of IT and cybersecurity and how it relates to business decisions 
-	is currently employed or seeking employment and needs to understand issues and best practices around Cybersecurity 
-	may be a IT or Cybersecurity professional or technician 
-	may be interested in Cybersecurity and unsure of how to approach a career in it  

Applied Learning Project
Given a case study of a   sample organization, the student will specify the number, role, and qualifications   of cybersecurity staff, identify the number and types of policy needed,   outline a risk management program, specify the committees, roles, and plans   needed to perform contingency planning and outline a cybersecurity governance   program. 
",Coursera,https://coursera-university-assets.s3.amazonaws.com/74/2e3bed61bdd472ff2de4270331f6c0/georgia.png,Yes,N/A,N/A,N/A,N/A,N/A
Managing Emotions in Times of Uncertainty & Stress,N/A,N/A,1 - 3 Months,4.8,2.6k,Beginner,https://www.coursera.org/learn/managing-emotions-uncertainty-stress,"214,778",N/A,N/A,"Developed by the Yale Center for Emotional Intelligence, Managing Emotions in Times of Uncertainty & Stress will provide participants with the knowledge, skills, and strategies to understand and manage their emotions and those of their students. The 10-hour online course is designed for school staff, including teachers, paraprofessionals, counselors, principals, and non-teaching staff in preK-12 schools.
",Coursera,https://wbwaterdata.org/uploads/group/2020-07-12-145545.029739230-2307146transparent-yale-university-logo-hd-png-download.png,Yes,N/A,N/A,N/A,N/A,N/A
Managing the Company of the Future,N/A,N/A,1 - 3 Months,4.8,3.4k,Mixed,https://www.coursera.org/learn/company-future-management,"117,443",N/A,N/A,"The aim of the course is to provide you with a comprehensive framework for understanding both the traditional principles of management inside companies today as well as the alternative principles that are becoming increasingly important. It provides both theoretical and practical perspectives on the nature of management in today’s organisations.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/fb/b28a301e0211e8a40e23e4176c8e4a/UoL-Logo_180x180.png,Yes,N/A,N/A,N/A,N/A,N/A
Marine Biology,N/A,N/A,1 - 3 Months,4.7,59,Beginner,https://www.coursera.org/learn/marine-biology,"4,160",N/A,N/A,"This course is about life in the oceans, from the sunlit surface to the inky depths, from microscopic phytoplankton to the great blue whale. The ocean is among the world’s most inhospitable environments for scientific research, which is why we know as much about the surface of the moon as we do the bottom of the sea. This course uncovers the evolutionary history of marine organisms, adaptations to life in water, the behavior and functional morphology of sea animals, interactions between species, and current threats. Throughout the course, we meet scientists who are developing ingenious solutions for overcoming challenges and are making remarkable discoveries. By evaluating these cases and analyzing real scientific data, we come to understand some of the ways that life has adapted to diverse ocean habitats, how it interacts with the physical environment and with other organisms, and why it matters to us.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/8e/0301d15ccd474fb4ee288282b003d2/coursera_AMNH_square.png,Yes,N/A,N/A,N/A,N/A,N/A
Market Research,N/A,N/A,3 - 6 Months,4.5,82,Beginner,https://www.coursera.org/specializations/market-research-market-research,"3,097",N/A,N/A,"The Market Research Specialisation focuses on the essentials of research and the research process. This Specialisation will teach you how to use qualitative and quantitative research methods, how to develop and manage a questionnaire development strategy, how to develop measurements, how to collect data and how to analyze and present them.     
Once you have completed this Specialisation, you will have a good understanding of market research including:
Essentials of market research
Components of research proposal
Research process
Development of research instruments
Sampling approaches
Data analysis and interpretation
Research report
This Specialisation is aimed at market research analysts, social media strategists, marketing managers, product managers and market researchers who wish to enhance their knowledge with the essentials of market research, the research process and the research proposal. The Specialisation will assist learners in familiarising with the fundamentals of market research, methodological approaches, data collection and analysis and a good understanding of the stages of the research process.   
Applied Learning Project
Learners will be able to complete various quizzes and peer-reviews to test your knowledge and understanding on the Market Research topic. This Specialisation will teach you how to use qualitative and quantitative research methods, how to develop and manage a questionnaire development strategy, how to develop measurements, how to collect data and how to analyze and present them.   
",Coursera,https://coursera-university-assets.s3.amazonaws.com/fa/629504db6346949f049cbe5d74b41b/square-rgb.png,Yes,N/A,N/A,N/A,N/A,N/A
Market Research,N/A,N/A,3 - 6 Months,4.6,1.3k,Beginner,https://www.coursera.org/specializations/market-research,"38,694",N/A,N/A,"""Finding the Story in the Data” is the most important emerging capability for market researchers according to GRIT (Greenbook Research Industry Trends) Report 2016Opens in a new tab.  This specialization, designed for learners with no previous Marketing Research experience teaches a comprehensive marketing research approach that will help learners find and communicate the story in the data.  
Students will learn how to initiate a research project for targeted business needs, conduct research through multiple modes and datasets, analyze research data, manage suppliers performing specialized research, and deliver recommendations from the research.  By the end of the specialization, learners will create and scope a research proposal, conduct desk research, design and test a focus group guide, interpret focus group results, design and implement a survey in Qualtrics, analyze quantitative data, develop insights by synthesizing findings across research methods, create data visualizations in Excel, and develop a presentation of findings with recommendations to stakeholders.
Applied Learning Project
Learners will create and scope a research proposal, conduct desk research in a proprietary data set, use two common methods for qualitative research, design and implement a survey in Qualtrics, analyze quantitative data, develop insights by synthesizing findings across research methods, create data visualizations in Excel, and develop a visual report to present findings with recommendations to stakeholders.  
",Coursera,https://coursera-university-assets.s3.amazonaws.com/66/4d1f6067b511e599c247e28e57110c/Logo-B-for-Coursera.png,Yes,N/A,N/A,N/A,N/A,N/A
Marketing Analytics,N/A,N/A,1 - 3 Months,4.7,6.3k,Beginner,https://www.coursera.org/learn/uva-darden-market-analytics,"323,743",N/A,N/A,"Organizations large and small are inundated with data about consumer choices. But that wealth of information does not always translate into better decisions. Knowing how to interpret data is the challenge -- and marketers in particular are increasingly expected to use analytics to inform and justify their decisions. 
Marketing analytics enables marketers to measure, manage and analyze marketing performance to maximize its effectiveness and optimize return on investment (ROI). Beyond the obvious sales and lead generation applications, marketing analytics can offer profound insights into customer preferences and trends, which can be further utilized for future marketing and business decisions. 

This course, developed at the Darden School of Business at the University of Virginia, gives you the tools to measure brand and customer assets, understand regression analysis, and design experiments as a way to evaluate and optimize marketing campaigns. You'll leave the course with a solid understanding of how to use marketing analytics to predict outcomes and systematically allocate resources.

You can follow my posts in Twitter, @rajkumarvenk, and on linkedin: https://www.linkedin.com/in/education-marketing.

Thanks, 
Raj
Professor of Business Administration at Darden
",Coursera,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS33FX7esRId-RDXydaw-7_o_QpvKesugCBJw&usqp=CAU,Yes,N/A,N/A,N/A,N/A,N/A
Marketing Digital,N/A,N/A,1 - 3 Months,4.8,2.1k,Beginner,https://www.coursera.org/learn/estrategia-marketing-digital,"223,120",N/A,N/A,"Aprenda a desenvolver a estratégia de marketing digital para a sua empresa ou startup, nesse curso você irá aprender sobre os principais pontos do Marketing como ROI, SEO, SEM, Testes AB e como gerenciar o funil de conversão e também como usar plataformas como Google adwords e Analytics, Facebook Ads e Email Marketing.
Esse curso é ministrado por profissionais do mercado que vão apresentar como aplicar cada um dos conceitos com aulas teóricas e práticas.

Neste curso serão abordados os seguintes temas:
Diferença entre o marketing tradicional
Importância do ROI e como calcular
Introdução a funil
Google Analytics
Google Adwords 
Tipos de canais
Como funciona SEM
Como funciona SEO
Como funciona Facebook Ads
Como funciona Email Marketing
Configurando e planejando campanhas
Testes AB
Como escolher sua estratégia
Metrificação e iteração

Ao final desse curso, esperamos que você esteja familiarizado com os principais conceitos, ferramentas e metodologias do marketing digital.

Não deixe de ver as perguntas frequentes antes de se inscrever

Conheça os nossos outros cursos:
- Criação de Startups: Como desenvolver negócios inovadores
       https://www.coursera.org/learn/criacao-startups  
- UX / UI: Fundamentos para o design de interface
       https://www.coursera.org/learn/ux-ui-design-de-interface 
- Consolidando empresas: Estrutura jurídica e financeira
       https://www.coursera.org/learn/consolidando-empresas
- Inove na gestão de equipes e negócios: o crescimento da empresa
       https://www.coursera.org/learn/gestao-equipes-negocios 
- Marketing e vendas B2B: fechando novos negócios
       https://www.coursera.org/learn/marketing-vendas-b2b
",Coursera,https://coursera-university-assets.s3.amazonaws.com/8f/4b5a90378011e5a61ebde0011ec7cd/logo_USP_quadrado---C_pia.png,Yes,N/A,N/A,N/A,N/A,N/A
Marketing Mix Implementation,N/A,N/A,3 - 6 Months,4.7,5.6k,Beginner,https://www.coursera.org/specializations/marketing-mix,"54,331",N/A,N/A,"In this Specialization we will delve into the marketing mix and the skill-set needed to implement successful marketing strategies. Join us and explore the four key concepts of the marketing mix model, also known as the 4Ps: Product (Brand and Product Management), Pricing, Place (Distribution Channel Strategy and Retail) and Promotion (Communication Strategies, PR and Advertising). This course primarily focuses on implementation so you can immediately apply the lessons learned to your work or to a business idea that you are thinking of taking to market.  After completing the four courses, you will be able to take part in the Capstone Project where you will have the opportunity to put into practice what you have learned in this specialization by running a real product through the marketing mix.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/5a/b8bde366aa4c40b5a63f22b5ad5333/360-360.png,Yes,N/A,N/A,N/A,N/A,N/A
Marketing Strategy,N/A,N/A,3 - 6 Months,4.5,5.8k,Beginner,https://www.coursera.org/specializations/marketing-strategy,"58,126",N/A,N/A,"Do you hear the word “marketing” on a daily basis, but aren’t sure what marketing really is or why your business needs it? Do you know that marketing is important to your company, product, or service, but aren’t sure where to start? 
Cover the concepts and tools you need to successfully develop a marketing strategy for a business, product or service. Begin by understanding consumers and the main market research techniques, then learn how to correctly segment, target and position your product to achieve success. Continue by analyzing the four critical areas in marketing, the famous four Ps of Product, Price, Promotion and Place. Finally, get the backing your ideas deserve and communicate the actions through a Marketing Plan.
In the final capstone project you will develop a Marketing Plan for a product or service.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/5a/b8bde366aa4c40b5a63f22b5ad5333/360-360.png,Yes,N/A,N/A,N/A,N/A,N/A
Marketing en redes sociales de Meta,N/A,N/A,3 - 6 Months,4.9,848,Beginner,https://www.coursera.org/professional-certificates/marketing-en-redes-sociales-de-facebook,"8,119",N/A,N/A,"Ya sea que ya hayas estado jugando con las plataformas de redes sociales para tu empresa o seas completamente nuevo en el campo del marketing digital, estás en el lugar indicado. Este programa de seis cursos, desarrollado por expertos en marketing digital de Aptly junto con profesionales de marketing de Facebook, incluye un plan de estudios relevante para la industria que te preparará para un puesto de nivel inicial en marketing en redes sociales.Después de una introducción al marketing digital y las principales plataformas de redes sociales, aprenderás a establecer una presencia en línea, crear publicaciones, aumentar los seguidores y gestionar tus cuentas de redes sociales. Desarrollarás habilidades de creación y gestión de campañas publicitarias en redes sociales y aprenderás a evaluar los resultados de tus acciones de marketing.Lo más importante, a lo largo del programa podrás practicar tus nuevas habilidades en proyectos prácticos, cuyos resultados puedes mostrar mediante un portfolio de tu trabajo. Tras completar con éxito el programa, obtendrás la certificación de Asociado de marketing digital de Facebook y de Coursera, que te proporcionará habilidades en marketing en redes sociales y en el uso del Administrador de anuncios de Facebook.
Applied Learning Project
Nuestros proyectos ofrecen la oportunidad de aplicar las habilidades de marketing en redes sociales de forma práctica. Desde establecer tu marca y objetivos comerciales hasta crear y evaluar una campaña publicitaria en el Administrador de anuncios de Facebook, trabajarás directamente en las plataformas de redes sociales para crear contenido relevante y atractivo, descubrir los pormenores de cada plataforma de redes sociales, practicar el análisis de métricas y más. Los resultados incluirán un portfolio que puedes compartir con un futuro empleador o usar en tu propia empresa.
",Coursera,http://coursera-university-assets.s3.amazonaws.com/73/e03b13a8e44df9b19eb279e5506396/360-x-360.png,Yes,N/A,N/A,N/A,N/A,N/A
Mastering Final Cut Pro,N/A,N/A,1 - 3 Months,4.5,196,Beginner,https://www.coursera.org/learn/mastering-final-cut-pro,"42,812",N/A,N/A,"This course unravels the post-production world for editors. Students will dive into the key features of Apple’s Final Cut Pro software for Video and Audio Editing and learn elements for creating professional videos with the use of transitions and effects, titles and motion graphics, color correction, 360 Video and Media Management.
This self-paced course prepares students to pass the Final Cut Pro X certification exam. Learn at your own pace, retake the lessons as needed, and practice alongside the Apple Certified Trainer.

We recommend that you have a basic understanding of macOS, video terminology and while not required, experience with video production and workflow is helpful.

This course was developed by LearnQuest in association with two highly experienced Apple Certified Trainers and editors.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/91/3ae3bf6d924c9180182672d7302dab/LearnQuest-logo_1200x1200.png,Yes,N/A,N/A,N/A,N/A,N/A
Mathematics for Engineers,N/A,N/A,3 - 6 Months,4.8,6.9k,Beginner,https://www.coursera.org/specializations/mathematics-engineers,"13,093",N/A,N/A,"This specialization was developed for engineering students to self-study engineering mathematics. We expect students to already be familiar with single variable calculus and computer programming. Through this specialization, students will learn matrix algebra, differential equations, vector calculus, numerical methods, and  MATLAB programming.  This will provide them with the tools to effectively apply mathematics to engineering problems and be well-equipped to pursue a degree in engineering. To get a better understanding of what this specialization has to offer, be sure to watch the Promotional VideoOpens in a new tab! 
Applied Learning Project
Learners will write MATLAB programs to solve the computational fluid dynamics problem of the flow around a cylinder. At the end of the ""Mathematics for Engineers: The Capstone Course"", learners will be able to compute the iconic Kármán vortex street. To watch a video of the   Kármán vortex street, you can visit the following link: https://youtu.be/FlM1de9Sxh0Opens in a new tab
",Coursera,https://coursera-university-assets.s3.amazonaws.com/3a/37974779f7ad2a04626183c2f8951b/ustLogo.png,Yes,N/A,N/A,N/A,N/A,N/A
Mathematics for Machine Learning,N/A,N/A,3 - 6 Months,4.6,14k,Beginner,https://www.coursera.org/specializations/mathematics-machine-learning,"192,053",N/A,N/A,"For a lot of higher level courses in Machine Learning and Data Science, you find you need to freshen up on the basics in mathematics - stuff you may have studied before in school or university, but which was taught in another context, or not very intuitively, such that you struggle to relate it to how it’s used in Computer Science. This specialization aims to bridge that gap, getting you up to speed in the underlying mathematics, building an intuitive understanding, and relating it to Machine Learning and Data Science.
In the first course on Linear Algebra we look at what linear algebra is and how it relates to data. Then we look through what vectors and matrices are and how to work with them.
The second course, Multivariate Calculus, builds on this to look at how to optimize fitting functions to get good fits to data. It starts from introductory calculus and then uses the matrices and vectors from the first course to look at data fitting.
The third course, Dimensionality Reduction with Principal Component Analysis, uses the mathematics from the first two courses to compress high-dimensional data. This course is of intermediate difficulty and will require Python and numpy knowledge.
At the end of this specialization you will have gained the prerequisite mathematical knowledge to continue your journey and take more advanced courses in machine learning.
Applied Learning Project
Through the assignments of this specialisation you will use the skills you have learned to produce mini-projects with Python on interactive notebooks, an easy to learn tool which will help you apply the knowledge to real world problems. For example, using linear algebra in order to calculate the page rank of a small simulated internet, applying multivariate calculus in order to train your own neural network, performing a non-linear least squares regression to fit a model to a data set, and using principal component analysis to determine the features of the MNIST digits data set.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/b1/f66aa00aa811e8b14d27d7114bc00b/ImperialCollegeLondon_BLUE_500x500px.png,Yes,N/A,N/A,N/A,N/A,N/A
Mathematics for Machine Learning and Data Science,N/A,N/A,1 - 3 Months,4.6,1.1k,Beginner,https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science,"42,494",N/A,N/A,"Mathematics for Machine Learning and Data Science is a foundational online program created by DeepLearning.AI and taught by Luis Serrano. This beginner-friendly Specialization is where you’ll master the fundamental mathematics toolkit of machine learning.
Many machine learning engineers and data scientists need help with mathematics, and even experienced practitioners can feel held back by a lack of math skills. This Specialization uses innovative pedagogy in mathematics to help you learn quickly and intuitively, with courses that use easy-to-follow plugins and visualizations to help you see how the math behind machine learning actually works. 

This is a beginner-friendly program, with a recommended background of at least high school mathematics. We also recommend a basic familiarity with Python, as labs use Python to demonstrate learning objectives in the environment where they’re most applicable to machine learning and data science.
Applied Learning Project
By the end of this Specialization, you will be ready to:
Represent data as vectors and matrices and identify their properties using concepts of singularity, rank, and linear independence
Apply common vector and matrix algebra operations like dot product, inverse, and determinants 
Express certain types of matrix operations as linear transformations 
Apply concepts of eigenvalues and eigenvectors to machine learning problems
Optimize different types of functions commonly used in machine learning
Perform gradient descent in neural networks with different activation and cost functions 
Describe and quantify the uncertainty inherent in predictions made by machine learning models
Understand the properties of commonly used probability distributions in machine learning and data science
Apply common statistical methods like MLE and MAP
Assess the performance of machine learning models using interval estimates and margin of errors 
Apply concepts of statistical hypothesis testing
",Coursera,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F125559383%2F317212851579%2F1%2Foriginal.20210208-232017?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2246%2C2246&s=40aa0fb13fe40ce86241ae7b8fc8caea,Yes,N/A,N/A,N/A,N/A,N/A
Mathematics for Machine Learning: Linear Algebra,N/A,N/A,1 - 3 Months,4.7,11.8k,Beginner,https://www.coursera.org/learn/linear-algebra-machine-learning,"350,777",N/A,N/A,"In this course on Linear Algebra we look at what linear algebra is and how it relates to vectors and matrices. Then we look through what vectors and matrices are and how to work with them, including the knotty problem of eigenvalues and eigenvectors, and how to use these to solve problems. Finally  we look at how to use these to do fun things with datasets - like how to rotate images of faces and how to extract eigenvectors to look at how the Pagerank algorithm works.
Since we're aiming at data-driven applications, we'll be implementing some of these ideas in code, not just on pencil and paper. Towards the end of the course, you'll write code blocks and encounter Jupyter notebooks in Python, but don't worry, these will be quite short, focussed on the concepts, and will guide you through if you’ve not coded before.

At the end of this course you will have an intuitive understanding of vectors and matrices that will help you bridge the gap into linear algebra problems, and how to apply these concepts to machine learning.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/b1/f66aa00aa811e8b14d27d7114bc00b/ImperialCollegeLondon_BLUE_500x500px.png,Yes,N/A,N/A,N/A,N/A,N/A
Medical Billing and Coding Essentials,N/A,N/A,1 - 4 Weeks,4.7,67,Beginner,https://www.coursera.org/learn/medical-billing-coding-essentials,"3,726",N/A,N/A,"Insurance and Billing, and Coding Essentials is a comprehensive course with insight and focus on the role of the Insurance Billing Specialist. The course provides foundational knowledge required of an administrative allied healthcare professional. Emphasis is placed on the revenue cycle and basic insurance terminology.
In this course, students are exposed to a variety of eLearning elements that allow hands-on interaction with the screen for an engaging education. In addition to video-based instruction that provides foundational knowledge, a variety of other learning methods are utilized for engagement, entertainment, and inspiration throughout training. These may include interactive skill activities, game-based learning, and an immersive environment for critical thinking skills.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/0d/11f9d45cef49a88b54b22947f43ed2/MedCerts-Stacked-360x360.png,Yes,N/A,N/A,N/A,N/A,N/A
Medical Billing and Coding Fundamentals,N/A,N/A,3 - 6 Months,4.8,136,Beginner,https://www.coursera.org/specializations/medical-billing-coding-fundamentals,"4,381",N/A,N/A,"Through this Specialization, students learn the essential skills of an Insurance Billing Specialist. Knowledge of human anatomy and medicine is necessary for any healthcare role, so students are also taught this terminology and structure. Additionally, this Specialization includes skills to stand out to employers by teaching professionalism, communication, and soft skills specific to an allied health environment.
Applied Learning Project
MedCerts’ highly immersive courses use various unique eLearning components designed to keep students engaged, stimulated, and entertained throughout training. We are planning to add increased project opportunities and will have more details coming soon.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/0d/11f9d45cef49a88b54b22947f43ed2/MedCerts-Stacked-360x360.png,Yes,N/A,N/A,N/A,N/A,N/A
